---------------------------------0
Run id: cnnlstmmodel_coursera0
Log directory: /tmp/tflearn_logs/0
Training samples: 100000
Validation samples: 7000
--0
Training Step: 1  | time: 1.216s0
| Adam | epoch: 001 | loss: 0.00000 - acc: 0.0000 -- iter: 00064/100000
| Adam | epoch: 001 | loss: 2.03298 - acc: 0.3011 -- iter: 03776/100000
| Adam | epoch: 001 | loss: 2.01919 - acc: 0.3109 -- iter: 03840/100000
| Adam | epoch: 001 | loss: 1.99429 - acc: 0.3152 -- iter: 03904/100000
| Adam | epoch: 001 | loss: 1.97513 - acc: 0.3289 -- iter: 03968/100000
| Adam | epoch: 001 | loss: 2.00468 - acc: 0.3169 -- iter: 04032/100000
| Adam | epoch: 001 | loss: 2.00376 - acc: 0.3007 -- iter: 04096/100000
| Adam | epoch: 001 | loss: 1.95853 - acc: 0.3060 -- iter: 04160/100000
| Adam | epoch: 001 | loss: 1.94082 - acc: 0.3125 -- iter: 04224/100000
| Adam | epoch: 001 | loss: 1.92370 - acc: 0.3200 -- iter: 04288/100000
| Adam | epoch: 001 | loss: 1.91012 - acc: 0.3117 -- iter: 04352/100000
| Adam | epoch: 001 | loss: 1.89038 - acc: 0.3228 -- iter: 04416/100000
| Adam | epoch: 001 | loss: 1.89642 - acc: 0.3090 -- iter: 04480/100000
| Adam | epoch: 001 | loss: 1.93131 - acc: 0.3005 -- iter: 04544/100000
| Adam | epoch: 001 | loss: 1.93853 - acc: 0.3018 -- iter: 04608/100000
| Adam | epoch: 001 | loss: 1.91403 - acc: 0.3134 -- iter: 04672/100000
| Adam | epoch: 001 | loss: 1.91085 - acc: 0.3150 -- iter: 04736/100000
| Adam | epoch: 001 | loss: 1.90965 - acc: 0.3182 -- iter: 04800/100000
| Adam | epoch: 001 | loss: 1.91629 - acc: 0.3242 -- iter: 04864/100000
| Adam | epoch: 001 | loss: 1.89852 - acc: 0.3379 -- iter: 04928/100000
| Adam | epoch: 001 | loss: 1.87881 - acc: 0.3418 -- iter: 04992/100000
| Adam | epoch: 001 | loss: 1.86168 - acc: 0.3565 -- iter: 05056/100000
| Adam | epoch: 001 | loss: 1.83763 - acc: 0.3616 -- iter: 05120/100000
| Adam | epoch: 001 | loss: 1.82884 - acc: 0.3693 -- iter: 05184/100000
| Adam | epoch: 001 | loss: 1.81028 - acc: 0.3792 -- iter: 05248/100000
| Adam | epoch: 001 | loss: 1.76434 - acc: 0.3944 -- iter: 05312/100000
| Adam | epoch: 001 | loss: 1.76306 - acc: 0.4034 -- iter: 05376/100000
| Adam | epoch: 001 | loss: 1.73934 - acc: 0.4146 -- iter: 05440/100000
| Adam | epoch: 001 | loss: 1.71454 - acc: 0.4201 -- iter: 05504/100000
| Adam | epoch: 001 | loss: 1.70596 - acc: 0.4218 -- iter: 05568/100000
| Adam | epoch: 001 | loss: 1.69938 - acc: 0.4234 -- iter: 05632/100000
| Adam | epoch: 001 | loss: 1.70089 - acc: 0.4154 -- iter: 05696/100000
| Adam | epoch: 001 | loss: 1.67700 - acc: 0.4192 -- iter: 05760/100000
| Adam | epoch: 001 | loss: 1.67155 - acc: 0.4210 -- iter: 05824/100000
| Adam | epoch: 001 | loss: 1.65492 - acc: 0.4242 -- iter: 05888/100000
| Adam | epoch: 001 | loss: 1.63161 - acc: 0.4271 -- iter: 05952/100000
| Adam | epoch: 001 | loss: 1.62480 - acc: 0.4313 -- iter: 06016/100000
| Adam | epoch: 001 | loss: 1.62261 - acc: 0.4350 -- iter: 06080/100000
| Adam | epoch: 001 | loss: 1.61788 - acc: 0.4306 -- iter: 06144/100000
| Adam | epoch: 001 | loss: 1.59033 - acc: 0.4453 -- iter: 06208/100000
| Adam | epoch: 001 | loss: 1.56123 - acc: 0.4524 -- iter: 06272/100000
| Adam | epoch: 001 | loss: 1.53655 - acc: 0.4696 -- iter: 06336/100000
| Adam | epoch: 001 | loss: 1.51055 - acc: 0.4914 | val_loss: 1.19294 - val_acc: 0.5871 -- iter: 06400/100000
--0
Training Step: 101  | total loss: 0
| Adam | epoch: 001 | loss: 1.48645 - acc: 0.5079 -- iter: 06464/100000
| Adam | epoch: 001 | loss: 1.46229 - acc: 0.5087 -- iter: 06528/100000
| Adam | epoch: 001 | loss: 1.43917 - acc: 0.5078 -- iter: 06592/100000
| Adam | epoch: 001 | loss: 1.42366 - acc: 0.5148 -- iter: 06656/100000
| Adam | epoch: 001 | loss: 1.40948 - acc: 0.5196 -- iter: 06720/100000
| Adam | epoch: 001 | loss: 1.40534 - acc: 0.5161 -- iter: 06784/100000
| Adam | epoch: 001 | loss: 1.38109 - acc: 0.5160 -- iter: 06848/100000
| Adam | epoch: 001 | loss: 1.38360 - acc: 0.5238 -- iter: 06912/100000
| Adam | epoch: 001 | loss: 1.37779 - acc: 0.5308 -- iter: 06976/100000
| Adam | epoch: 001 | loss: 1.37874 - acc: 0.5230 -- iter: 07040/100000
| Adam | epoch: 001 | loss: 1.35473 - acc: 0.5348 -- iter: 07104/100000
| Adam | epoch: 001 | loss: 1.33932 - acc: 0.5454 -- iter: 07168/100000
| Adam | epoch: 001 | loss: 1.33956 - acc: 0.5377 -- iter: 07232/100000
| Adam | epoch: 001 | loss: 1.35542 - acc: 0.5308 -- iter: 07296/100000
| Adam | epoch: 001 | loss: 1.34226 - acc: 0.5309 -- iter: 07360/100000
| Adam | epoch: 001 | loss: 1.32028 - acc: 0.5340 -- iter: 07424/100000
| Adam | epoch: 001 | loss: 1.29847 - acc: 0.5384 -- iter: 07488/100000
| Adam | epoch: 001 | loss: 1.30930 - acc: 0.5377 -- iter: 07552/100000
| Adam | epoch: 001 | loss: 1.34977 - acc: 0.5214 -- iter: 07616/100000
| Adam | epoch: 001 | loss: 1.33836 - acc: 0.5318 -- iter: 07680/100000
| Adam | epoch: 001 | loss: 1.34771 - acc: 0.5286 -- iter: 07744/100000
| Adam | epoch: 001 | loss: 1.32966 - acc: 0.5398 -- iter: 07808/100000
| Adam | epoch: 001 | loss: 1.31746 - acc: 0.5483 -- iter: 07872/100000
| Adam | epoch: 001 | loss: 1.30703 - acc: 0.5560 -- iter: 07936/100000
| Adam | epoch: 001 | loss: 1.30946 - acc: 0.5551 -- iter: 08000/100000
| Adam | epoch: 001 | loss: 1.69574 - acc: 0.5105 -- iter: 08064/100000
| Adam | epoch: 001 | loss: 1.66531 - acc: 0.5142 -- iter: 08128/100000
| Adam | epoch: 001 | loss: 1.62896 - acc: 0.5112 -- iter: 08192/100000
| Adam | epoch: 001 | loss: 1.58734 - acc: 0.5163 -- iter: 08256/100000
| Adam | epoch: 001 | loss: 1.55420 - acc: 0.5194 -- iter: 08320/100000
| Adam | epoch: 001 | loss: 1.50441 - acc: 0.5268 -- iter: 08384/100000
| Adam | epoch: 001 | loss: 1.47572 - acc: 0.5397 -- iter: 08448/100000
| Adam | epoch: 001 | loss: 1.44341 - acc: 0.5389 -- iter: 08512/100000
| Adam | epoch: 001 | loss: 1.41551 - acc: 0.5428 -- iter: 08576/100000
| Adam | epoch: 001 | loss: 1.40154 - acc: 0.5432 -- iter: 08640/100000
| Adam | epoch: 001 | loss: 1.37523 - acc: 0.5530 -- iter: 08704/100000
| Adam | epoch: 001 | loss: 1.35254 - acc: 0.5430 -- iter: 08768/100000
| Adam | epoch: 001 | loss: 1.32602 - acc: 0.5418 -- iter: 08832/100000
| Adam | epoch: 001 | loss: 1.31795 - acc: 0.5439 -- iter: 08896/100000
| Adam | epoch: 001 | loss: 1.29328 - acc: 0.5520 -- iter: 08960/100000
| Adam | epoch: 001 | loss: 1.28001 - acc: 0.5624 -- iter: 09024/100000
| Adam | epoch: 001 | loss: 1.25480 - acc: 0.5765 -- iter: 09088/100000
| Adam | epoch: 001 | loss: 1.24670 - acc: 0.5751 -- iter: 09152/100000
| Adam | epoch: 001 | loss: 1.22838 - acc: 0.5848 -- iter: 09216/100000
| Adam | epoch: 001 | loss: 1.21782 - acc: 0.5935 -- iter: 09280/100000
| Adam | epoch: 001 | loss: 1.18797 - acc: 0.6044 -- iter: 09344/100000
| Adam | epoch: 001 | loss: 1.16451 - acc: 0.6065 -- iter: 09408/100000
| Adam | epoch: 001 | loss: 1.14835 - acc: 0.6021 -- iter: 09472/100000
| Adam | epoch: 001 | loss: 1.12679 - acc: 0.6060 -- iter: 09536/100000
| Adam | epoch: 001 | loss: 1.11830 - acc: 0.6063 -- iter: 09600/100000
| Adam | epoch: 001 | loss: 1.10666 - acc: 0.6035 -- iter: 09664/100000
| Adam | epoch: 001 | loss: 1.09232 - acc: 0.6166 -- iter: 09728/100000
| Adam | epoch: 001 | loss: 1.08285 - acc: 0.6190 -- iter: 09792/100000
| Adam | epoch: 001 | loss: 1.09539 - acc: 0.6102 -- iter: 09856/100000
| Adam | epoch: 001 | loss: 1.05849 - acc: 0.6226 -- iter: 09920/100000
| Adam | epoch: 001 | loss: 1.06109 - acc: 0.6182 -- iter: 09984/100000
| Adam | epoch: 001 | loss: 1.04778 - acc: 0.6235 | val_loss: 1.26893 - val_acc: 0.5814 -- iter: 10000/100000
--0
Training Step: 158  | total loss: 0
| Adam | epoch: 002 | loss: 1.04809 - acc: 0.6237 -- iter: 00064/100000
| Adam | epoch: 002 | loss: 1.03239 - acc: 0.6113 -- iter: 00128/100000
| Adam | epoch: 002 | loss: 1.02052 - acc: 0.6189 -- iter: 00192/100000
| Adam | epoch: 002 | loss: 1.00294 - acc: 0.6305 -- iter: 00256/100000
| Adam | epoch: 002 | loss: 0.98122 - acc: 0.6284 -- iter: 00320/100000
| Adam | epoch: 002 | loss: 0.98205 - acc: 0.6374 -- iter: 00384/100000
| Adam | epoch: 002 | loss: 0.96731 - acc: 0.6487 -- iter: 00448/100000
| Adam | epoch: 002 | loss: 0.99669 - acc: 0.6354 -- iter: 00512/100000
| Adam | epoch: 002 | loss: 1.00681 - acc: 0.6312 -- iter: 00576/100000
| Adam | epoch: 002 | loss: 0.98494 - acc: 0.6368 -- iter: 00640/100000
| Adam | epoch: 002 | loss: 0.98716 - acc: 0.6356 -- iter: 00704/100000
| Adam | epoch: 002 | loss: 0.98280 - acc: 0.6283 -- iter: 00768/100000
| Adam | epoch: 002 | loss: 0.97664 - acc: 0.6249 -- iter: 00832/100000
| Adam | epoch: 002 | loss: 0.97370 - acc: 0.6311 -- iter: 00896/100000
| Adam | epoch: 002 | loss: 0.96083 - acc: 0.6383 -- iter: 00960/100000
| Adam | epoch: 002 | loss: 0.96484 - acc: 0.6448 -- iter: 01024/100000
| Adam | epoch: 002 | loss: 0.95622 - acc: 0.6428 -- iter: 01088/100000
| Adam | epoch: 002 | loss: 0.95283 - acc: 0.6442 -- iter: 01152/100000
| Adam | epoch: 002 | loss: 0.96896 - acc: 0.6423 -- iter: 01216/100000
| Adam | epoch: 002 | loss: 0.99984 - acc: 0.6390 -- iter: 01280/100000
| Adam | epoch: 002 | loss: 0.99632 - acc: 0.6485 -- iter: 01344/100000
| Adam | epoch: 002 | loss: 1.00183 - acc: 0.6540 -- iter: 01408/100000
| Adam | epoch: 002 | loss: 1.01482 - acc: 0.6464 -- iter: 01472/100000
| Adam | epoch: 002 | loss: 1.02264 - acc: 0.6396 -- iter: 01536/100000
| Adam | epoch: 002 | loss: 0.99676 - acc: 0.6490 -- iter: 01600/100000
| Adam | epoch: 002 | loss: 0.99438 - acc: 0.6373 -- iter: 01664/100000
| Adam | epoch: 002 | loss: 0.98956 - acc: 0.6407 -- iter: 01728/100000
| Adam | epoch: 002 | loss: 0.98360 - acc: 0.6392 -- iter: 01792/100000
| Adam | epoch: 002 | loss: 1.00175 - acc: 0.6252 -- iter: 01856/100000
| Adam | epoch: 002 | loss: 1.00038 - acc: 0.6174 -- iter: 01920/100000
| Adam | epoch: 002 | loss: 1.00224 - acc: 0.6182 -- iter: 01984/100000
| Adam | epoch: 002 | loss: 0.98671 - acc: 0.6157 -- iter: 02048/100000
| Adam | epoch: 002 | loss: 0.97780 - acc: 0.6245 -- iter: 02112/100000
| Adam | epoch: 002 | loss: 0.96136 - acc: 0.6292 -- iter: 02176/100000
| Adam | epoch: 002 | loss: 0.96959 - acc: 0.6335 -- iter: 02240/100000
| Adam | epoch: 002 | loss: 0.95298 - acc: 0.6342 -- iter: 02304/100000
| Adam | epoch: 002 | loss: 0.93844 - acc: 0.6364 -- iter: 02368/100000
| Adam | epoch: 002 | loss: 0.91695 - acc: 0.6462 -- iter: 02432/100000
| Adam | epoch: 002 | loss: 0.93381 - acc: 0.6472 -- iter: 02496/100000
| Adam | epoch: 002 | loss: 0.93082 - acc: 0.6434 -- iter: 02560/100000
| Adam | epoch: 002 | loss: 0.95371 - acc: 0.6431 -- iter: 02624/100000
| Adam | epoch: 002 | loss: 0.94995 - acc: 0.6444 -- iter: 02688/100000
| Adam | epoch: 002 | loss: 0.92654 - acc: 0.6472 | val_loss: 0.85491 - val_acc: 0.7186 -- iter: 02752/100000
--0
Training Step: 201  | total loss: 0
| Adam | epoch: 002 | loss: 0.91792 - acc: 0.6497 -- iter: 02816/100000
| Adam | epoch: 002 | loss: 0.92522 - acc: 0.6425 -- iter: 02880/100000
| Adam | epoch: 002 | loss: 0.92870 - acc: 0.6439 -- iter: 02944/100000
| Adam | epoch: 002 | loss: 0.92703 - acc: 0.6514 -- iter: 03008/100000
| Adam | epoch: 002 | loss: 0.93567 - acc: 0.6503 -- iter: 03072/100000
| Adam | epoch: 002 | loss: 0.91650 - acc: 0.6650 -- iter: 03136/100000
| Adam | epoch: 002 | loss: 0.90456 - acc: 0.6703 -- iter: 03200/100000
| Adam | epoch: 002 | loss: 0.88258 - acc: 0.6752 -- iter: 03264/100000
| Adam | epoch: 002 | loss: 0.87999 - acc: 0.6733 -- iter: 03328/100000
| Adam | epoch: 002 | loss: 0.86592 - acc: 0.6810 -- iter: 03392/100000
| Adam | epoch: 002 | loss: 0.85504 - acc: 0.6879 -- iter: 03456/100000
| Adam | epoch: 002 | loss: 0.84522 - acc: 0.6878 -- iter: 03520/100000
| Adam | epoch: 002 | loss: 0.87519 - acc: 0.6815 -- iter: 03584/100000
| Adam | epoch: 002 | loss: 0.88649 - acc: 0.6759 -- iter: 03648/100000
| Adam | epoch: 002 | loss: 0.86206 - acc: 0.6864 -- iter: 03712/100000
| Adam | epoch: 002 | loss: 0.84191 - acc: 0.6943 -- iter: 03776/100000
| Adam | epoch: 002 | loss: 0.86452 - acc: 0.6937 -- iter: 03840/100000
| Adam | epoch: 002 | loss: 0.88475 - acc: 0.6852 -- iter: 03904/100000
| Adam | epoch: 002 | loss: 0.88065 - acc: 0.6839 -- iter: 03968/100000
| Adam | epoch: 002 | loss: 0.87413 - acc: 0.6936 -- iter: 04032/100000
| Adam | epoch: 002 | loss: 0.88879 - acc: 0.6946 -- iter: 04096/100000
| Adam | epoch: 002 | loss: 0.89423 - acc: 0.6907 -- iter: 04160/100000
| Adam | epoch: 002 | loss: 0.88523 - acc: 0.6951 -- iter: 04224/100000
| Adam | epoch: 002 | loss: 0.85936 - acc: 0.7022 -- iter: 04288/100000
| Adam | epoch: 002 | loss: 0.85066 - acc: 0.7007 -- iter: 04352/100000
| Adam | epoch: 002 | loss: 0.83245 - acc: 0.7103 -- iter: 04416/100000
| Adam | epoch: 002 | loss: 0.82623 - acc: 0.7018 -- iter: 04480/100000
| Adam | epoch: 002 | loss: 0.80953 - acc: 0.7050 -- iter: 04544/100000
| Adam | epoch: 002 | loss: 0.79074 - acc: 0.7127 -- iter: 04608/100000
| Adam | epoch: 002 | loss: 0.78939 - acc: 0.7242 -- iter: 04672/100000
| Adam | epoch: 002 | loss: 0.79104 - acc: 0.7205 -- iter: 04736/100000
| Adam | epoch: 002 | loss: 0.78562 - acc: 0.7219 -- iter: 04800/100000
| Adam | epoch: 002 | loss: 0.77476 - acc: 0.7263 -- iter: 04864/100000
| Adam | epoch: 002 | loss: 0.77618 - acc: 0.7177 -- iter: 04928/100000
| Adam | epoch: 002 | loss: 0.79158 - acc: 0.7194 -- iter: 04992/100000
| Adam | epoch: 002 | loss: 0.77899 - acc: 0.7287 -- iter: 05056/100000
| Adam | epoch: 002 | loss: 0.77357 - acc: 0.7355 -- iter: 05120/100000
| Adam | epoch: 002 | loss: 0.77886 - acc: 0.7385 -- iter: 05184/100000
| Adam | epoch: 002 | loss: 0.76237 - acc: 0.7459 -- iter: 05248/100000
| Adam | epoch: 002 | loss: 0.74403 - acc: 0.7557 -- iter: 05312/100000
| Adam | epoch: 002 | loss: 0.75010 - acc: 0.7520 -- iter: 05376/100000
| Adam | epoch: 002 | loss: 0.77111 - acc: 0.7487 -- iter: 05440/100000
| Adam | epoch: 002 | loss: 0.76522 - acc: 0.7519 -- iter: 05504/100000
| Adam | epoch: 002 | loss: 0.78329 - acc: 0.7439 -- iter: 05568/100000
| Adam | epoch: 002 | loss: 0.77752 - acc: 0.7477 -- iter: 05632/100000
| Adam | epoch: 002 | loss: 0.77240 - acc: 0.7479 -- iter: 05696/100000
| Adam | epoch: 002 | loss: 0.75802 - acc: 0.7544 -- iter: 05760/100000
| Adam | epoch: 002 | loss: 0.77358 - acc: 0.7477 -- iter: 05824/100000
| Adam | epoch: 002 | loss: 0.78381 - acc: 0.7448 -- iter: 05888/100000
| Adam | epoch: 002 | loss: 0.79617 - acc: 0.7359 -- iter: 05952/100000
| Adam | epoch: 002 | loss: 0.81032 - acc: 0.7311 -- iter: 06016/100000
| Adam | epoch: 002 | loss: 0.80739 - acc: 0.7314 -- iter: 06080/100000
| Adam | epoch: 002 | loss: 0.79330 - acc: 0.7380 -- iter: 06144/100000
| Adam | epoch: 002 | loss: 0.80449 - acc: 0.7376 -- iter: 06208/100000
| Adam | epoch: 002 | loss: 0.80533 - acc: 0.7435 -- iter: 06272/100000
| Adam | epoch: 002 | loss: 0.80896 - acc: 0.7442 -- iter: 06336/100000
| Adam | epoch: 002 | loss: 0.81027 - acc: 0.7416 -- iter: 06400/100000
| Adam | epoch: 002 | loss: 0.80176 - acc: 0.7472 -- iter: 06464/100000
| Adam | epoch: 002 | loss: 0.79271 - acc: 0.7490 -- iter: 06528/100000
| Adam | epoch: 002 | loss: 0.77368 - acc: 0.7616 -- iter: 06592/100000
| Adam | epoch: 002 | loss: 0.74020 - acc: 0.7745 -- iter: 06656/100000
| Adam | epoch: 002 | loss: 0.73461 - acc: 0.7674 -- iter: 06720/100000
| Adam | epoch: 002 | loss: 0.75908 - acc: 0.7594 -- iter: 06784/100000
| Adam | epoch: 002 | loss: 0.76919 - acc: 0.7475 -- iter: 06848/100000
| Adam | epoch: 002 | loss: 0.77145 - acc: 0.7415 -- iter: 06912/100000
| Adam | epoch: 002 | loss: 0.76065 - acc: 0.7424 -- iter: 06976/100000
| Adam | epoch: 002 | loss: 0.76940 - acc: 0.7369 -- iter: 07040/100000
| Adam | epoch: 002 | loss: 0.76593 - acc: 0.7429 -- iter: 07104/100000
| Adam | epoch: 002 | loss: 0.74743 - acc: 0.7545 -- iter: 07168/100000
| Adam | epoch: 002 | loss: 0.75070 - acc: 0.7603 -- iter: 07232/100000
| Adam | epoch: 002 | loss: 0.74502 - acc: 0.7640 -- iter: 07296/100000
| Adam | epoch: 002 | loss: 0.73615 - acc: 0.7657 -- iter: 07360/100000
| Adam | epoch: 002 | loss: 0.72981 - acc: 0.7673 -- iter: 07424/100000
| Adam | epoch: 002 | loss: 0.74878 - acc: 0.7608 -- iter: 07488/100000
| Adam | epoch: 002 | loss: 0.75263 - acc: 0.7504 -- iter: 07552/100000
| Adam | epoch: 002 | loss: 0.74573 - acc: 0.7472 -- iter: 07616/100000
| Adam | epoch: 002 | loss: 0.71507 - acc: 0.7553 -- iter: 07680/100000
| Adam | epoch: 002 | loss: 0.73152 - acc: 0.7438 -- iter: 07744/100000
| Adam | epoch: 002 | loss: 0.73156 - acc: 0.7445 -- iter: 07808/100000
| Adam | epoch: 002 | loss: 0.73322 - acc: 0.7528 -- iter: 07872/100000
| Adam | epoch: 002 | loss: 0.73290 - acc: 0.7557 -- iter: 07936/100000
| Adam | epoch: 002 | loss: 0.72857 - acc: 0.7535 -- iter: 08000/100000
| Adam | epoch: 002 | loss: 0.70042 - acc: 0.7641 -- iter: 08064/100000
| Adam | epoch: 002 | loss: 1.28626 - acc: 0.6971 -- iter: 08128/100000
| Adam | epoch: 002 | loss: 1.23142 - acc: 0.6961 -- iter: 08192/100000
| Adam | epoch: 002 | loss: 1.20453 - acc: 0.6875 -- iter: 08256/100000
| Adam | epoch: 002 | loss: 1.16361 - acc: 0.6921 -- iter: 08320/100000
| Adam | epoch: 002 | loss: 1.11095 - acc: 0.6932 -- iter: 08384/100000
| Adam | epoch: 002 | loss: 1.08184 - acc: 0.6958 -- iter: 08448/100000
| Adam | epoch: 002 | loss: 1.05014 - acc: 0.6950 -- iter: 08512/100000
| Adam | epoch: 002 | loss: 1.04155 - acc: 0.7067 -- iter: 08576/100000
| Adam | epoch: 002 | loss: 1.00835 - acc: 0.7157 -- iter: 08640/100000
| Adam | epoch: 002 | loss: 0.96491 - acc: 0.7254 -- iter: 08704/100000
| Adam | epoch: 002 | loss: 0.93258 - acc: 0.7263 -- iter: 08768/100000
| Adam | epoch: 002 | loss: 0.92584 - acc: 0.7287 -- iter: 08832/100000
| Adam | epoch: 002 | loss: 0.91593 - acc: 0.7246 -- iter: 08896/100000
| Adam | epoch: 002 | loss: 0.90390 - acc: 0.7177 -- iter: 08960/100000
| Adam | epoch: 002 | loss: 0.89863 - acc: 0.7131 -- iter: 09024/100000
| Adam | epoch: 002 | loss: 0.89548 - acc: 0.7059 -- iter: 09088/100000
| Adam | epoch: 002 | loss: 0.86466 - acc: 0.7134 | val_loss: 1.13643 - val_acc: 0.5443 -- iter: 09152/100000
--0
Training Step: 301  | total loss: 0
| Adam | epoch: 002 | loss: 0.83234 - acc: 0.7202 -- iter: 09216/100000
| Adam | epoch: 002 | loss: 0.80087 - acc: 0.7294 -- iter: 09280/100000
| Adam | epoch: 002 | loss: 0.81056 - acc: 0.7284 -- iter: 09344/100000
| Adam | epoch: 002 | loss: 0.78840 - acc: 0.7399 -- iter: 09408/100000
| Adam | epoch: 002 | loss: 0.78365 - acc: 0.7409 -- iter: 09472/100000
| Adam | epoch: 002 | loss: 0.78686 - acc: 0.7434 -- iter: 09536/100000
| Adam | epoch: 002 | loss: 0.78330 - acc: 0.7440 -- iter: 09600/100000
| Adam | epoch: 002 | loss: 0.79556 - acc: 0.7478 -- iter: 09664/100000
| Adam | epoch: 002 | loss: 0.77756 - acc: 0.7480 -- iter: 09728/100000
